2.287083,1.084317,0.708371
1.371092,-1.498634,-0.682294
0.278170,-2.445309,-0.636947
1.632525,-2.481517,0.500148
1.359933,0.555695,-0.152137
-2.448742,1.401076,-0.588451
-1.831071,-0.688668,-0.566583
2.259196,-0.435929,0.514597
-1.041357,-0.719079,0.067260
0.084043,1.787266,-0.768780
0.439157,-0.406081,0.020968
1.834283,-2.461247,0.574369
-2.446947,1.230285,0.124985
2.262061,-2.083605,0.264231
-0.080981,1.196900,0.562301
-2.173344,-1.473465,0.926406
-0.913373,2.423425,-0.511970
1.830448,0.232032,-0.639787
-2.444330,0.008395,0.803749
-0.041200,2.079754,-0.834816
0.093160,0.047730,0.817838
-0.296755,1.621600,0.634791
2.297813,-0.733992,-0.313911
1.952998,-2.489013,-0.364546
-1.736733,0.892187,-0.111304
-0.374290,0.969977,-0.613384
-0.560657,-1.951387,0.425210
1.544660,1.222388,-0.802764
0.143949,-1.938170,0.304196
1.872405,-0.311979,-0.435988
0.538216,1.365811,-0.637912
1.270486,1.424609,0.091764
1.206898,-1.087455,-0.781376
-1.751137,-0.178400,-0.705081
-1.053283,0.576233,-0.012703
-1.435834,-0.595332,-0.926865
-1.635104,1.231029,0.818687
-0.211946,-2.073156,-0.140802
-1.513864,1.723254,-0.612857
-1.609622,2.484966,-0.483241
-2.202865,0.735744,-0.235750
1.856780,0.066301,-0.464281
1.453585,1.697751,-0.904351
-1.267625,0.072151,0.427619
2.201368,1.166140,0.317770
0.078205,0.951241,0.199185
-0.603369,-0.178480,0.392676
-0.734269,-1.628606,-0.729955
-1.591807,2.436591,-0.190387
0.464094,-0.710003,-0.021442
-2.446896,-2.261513,-0.138147
-0.049267,0.881971,0.139825
0.961963,2.498705,-0.152899
0.079157,0.151381,-0.983659
-0.576828,-2.190382,-0.250462
1.466080,-1.256523,0.649700
2.452863,1.542525,-0.803641
-1.383286,1.825374,-0.125812
1.627975,2.240149,-0.344037
-1.852951,-0.895120,-0.442811
0.137778,-1.308861,0.755878
1.702447,-1.952161,0.580745
-0.455848,0.416948,0.402282
0.425480,-1.474530,-0.708083
0.419767,0.741846,-0.318515
0.822019,2.173146,-0.212988
-1.216292,0.326608,-0.119442
0.138076,0.059547,0.603755
1.247031,-1.304342,-0.312247
0.983833,-1.979103,0.777555
1.362053,-0.762048,-0.842689
-1.797588,1.932339,-0.937388
-2.326932,-0.779153,-0.186151
-0.107453,-1.552203,0.191770
0.280946,1.489263,0.409238
2.273439,0.682933,-0.983378
1.764543,-0.253046,-0.621283
0.975635,-0.916504,-0.700401
1.588943,-0.436763,0.386040
1.491618,1.874499,0.559702
0.701563,-1.600036,0.227803
-0.848683,2.269572,-0.040703
-1.640145,1.858457,0.777428
-2.034501,1.407908,-0.968455
-1.221550,0.668848,0.161579
0.825197,-0.313541,0.867408
2.287896,-0.991193,-0.149218
-0.504021,1.371077,-0.188316
-2.434686,2.108256,-0.231823
0.638981,1.976638,-0.529502
0.972553,0.821043,0.340230
-1.700909,1.114907,0.803174
2.087751,2.446532,0.472298
1.809974,2.292912,0.031789
-2.216662,-1.063339,-0.356242
0.214208,0.995570,0.277532
-2.014730,0.297308,0.740660
-0.359729,1.953919,-0.224331
-0.139405,-0.532706,0.815228
-2.129226,0.372544,0.060160
1.683086,-0.181765,-0.158831
1.531094,0.227865,-0.913745
-0.570134,-1.779073,0.592853
-1.912074,0.257775,0.619500
-0.608630,-0.542799,0.913215
1.152899,-0.851810,-0.330597
-0.945932,0.178474,0.313051
-0.348501,1.529531,-0.748009
1.045794,-0.500967,0.214554
0.995244,-1.610710,-0.348552
1.606323,-1.400154,-0.214499
2.236076,1.610235,-0.096421
-2.327523,1.845180,0.088513
-0.840047,-1.512732,-0.112833
-1.225043,0.225298,-0.739444
0.093130,2.470905,0.899715
0.892365,1.094108,-0.675910
0.729208,1.132325,-0.568513
1.610303,-0.364667,-0.074349
-0.599731,1.112636,0.868360
0.732715,1.908070,0.892037
0.261619,1.738856,-0.309445
2.095659,2.287271,0.067504
0.603618,0.097084,-0.058676
-1.237021,0.977631,0.641276
0.070778,-1.223708,-0.450574
-1.081179,1.986184,-0.988508
-1.875620,0.023597,-0.157574
1.667017,0.786201,-0.379738
0.480012,1.973076,0.390921
1.930431,-0.791148,-0.385860
-0.631319,0.328390,-0.520133
0.005953,-0.488502,-0.054013
0.570855,-2.170712,0.092626
0.733071,0.075296,-0.522007
0.102941,0.782524,0.137445
-0.424721,2.305446,0.352469
1.734035,1.838722,0.899229
0.352647,0.981978,0.970835
1.375265,-1.952537,0.549389
0.569528,1.439869,0.816918
1.568445,1.242898,-0.562364
-0.840727,1.734373,0.298420
-1.547076,-0.825913,-0.164546
-1.867799,1.494611,-0.148101
-2.242016,-0.415490,0.024774
-1.964202,-2.476833,-0.748421
0.691839,-0.056751,0.572578
2.165880,1.551119,0.694682
-0.800376,1.423488,0.000375
0.448642,-1.732568,0.190641
-2.229411,-1.763410,-0.396948
1.257346,1.012239,-0.319285
2.073513,-1.714525,0.366360
-1.590493,0.810326,-0.291475
0.164405,1.634328,-0.169992
-0.703209,0.916210,0.973602
-0.749449,-1.708344,0.610595
0.202050,0.695604,0.482309
-0.285211,1.411898,0.094067
-1.795053,-0.452146,0.307163
-1.010524,-2.104329,0.323693
1.332090,-2.065845,-0.716661
1.127417,-0.772270,0.025185
2.459765,-0.428172,0.799165
-0.270308,-0.916186,0.173650
-1.479141,0.734292,-0.447803
-2.402378,0.624177,0.936953
0.804739,1.133480,0.229023
1.003529,1.694862,0.479705
-1.620915,-1.931913,-0.504766
0.480958,2.186470,-0.109125
0.236800,1.605752,-0.146167
-1.421831,-1.298415,0.028117
-2.146747,1.588232,-0.912587
2.290377,-1.165206,-0.708710
-1.920778,-2.135736,-0.517046
1.616671,1.753175,-0.353918
1.698612,1.656870,0.063311
-1.821935,-0.772839,-0.363095
0.265629,-1.787713,-0.279475
1.197702,-0.531460,-0.304814
-2.358214,-2.098456,-0.731981
1.901904,0.352962,0.266459
0.922058,-1.697749,0.743567
1.340702,-1.993433,0.229819
0.209957,-1.966398,0.002222
1.369485,-1.087641,-0.387380
1.722724,1.535203,-0.371344
1.411844,-0.324534,0.129791
-2.485825,-1.737522,0.457485
-1.492981,-2.253448,-0.416867
0.258883,-2.150880,-0.801175
-0.630503,1.169875,0.698479
1.804812,1.346174,-0.375795
-1.863525,2.447653,-0.349381
-1.571475,-0.876725,-0.604306
-0.451899,-1.420437,0.866251
-0.420609,2.051987,0.824544
0.148013,-1.639544,0.355028
2.145991,0.454335,0.599931
2.369259,-2.174427,0.297920
1.774768,1.721151,-0.187594
2.122946,-2.294845,-0.216170
-0.002548,-2.455839,-0.237932
-1.510769,2.416472,0.386025
-0.281867,1.183387,-0.629519
-2.035759,-1.974277,-0.848525
-2.129250,-1.365370,0.704064
1.189260,-2.386658,-0.150320
-0.271819,-0.935662,-0.441623
-1.012372,-2.051066,0.022489
-1.280713,-1.356543,0.778183
2.456216,-2.161098,0.264959
2.418175,0.922096,0.465668
-0.881246,0.162440,-0.132791
0.132480,1.585545,-0.186504
-0.466301,-0.695691,0.834696
0.106122,-1.553317,0.349000
-0.455667,1.061652,-0.747818
-2.066656,0.853502,0.457668
0.317813,1.050514,0.054734
1.563796,-1.214751,-0.532443
1.891059,-2.392745,-0.403330
0.148799,2.472884,-0.865588
1.922873,2.170506,0.949363
-0.612222,-0.387269,0.480617
-2.425383,0.797209,-0.814984
-1.845612,0.695259,0.220566
-1.903390,0.419108,0.434344
-1.148398,0.820959,-0.906883
1.237440,2.186354,0.812015
0.350581,2.168384,0.009224
2.407103,-0.854890,-0.498809
2.454603,-2.417774,0.046597
-2.226361,2.356164,-0.914668
-0.049942,-0.485777,0.594077
0.728582,-2.044389,-0.025454
-0.102208,-2.478739,0.611965
-0.003068,-1.205930,-0.024173
0.431589,-0.460116,0.951070
0.241707,-2.173950,-0.261744
-1.374953,-0.044893,0.757183
-2.034537,1.990356,0.539330
0.513911,0.954037,-0.479413
1.425744,1.672411,0.969316
-1.706288,-1.156122,-0.314118
-0.641036,1.246881,-0.678099
-0.513638,-2.236639,-0.477753
0.140838,1.648197,0.628563
0.697741,1.543095,-0.340745
0.144273,0.382826,0.863995
-2.327501,0.104067,0.384251
1.559824,-0.640784,-0.550200
-0.552835,2.498337,0.133196
-0.335402,-0.098309,0.782010
2.271418,2.007539,-0.956158
1.014313,0.397250,0.569936
2.337216,-2.467969,0.243321
0.036575,0.468695,-0.269502
2.445493,-2.012037,0.348530
1.334952,-1.572977,-0.260511
1.957835,1.733170,-0.066468
2.103617,-0.165327,0.318771
-0.488299,2.081439,0.481909
0.010930,1.998744,0.578382
-0.108211,-2.151174,-0.509675
1.518312,-1.224950,-0.667033
-0.068127,-2.155951,-0.490390
-0.946506,-2.001526,-0.524294
2.472666,-0.160460,-0.403831
-2.337537,-1.708610,-0.264170
1.064157,-2.049595,0.802760
2.277847,-0.943185,-0.046485
1.371489,0.694178,0.510753
2.378189,-1.341899,-0.763534
-0.764937,-0.686528,-0.490812
1.320321,0.582849,0.043039
0.089085,-0.245946,-0.655484
1.956740,2.101300,0.204944
0.984229,0.542050,-0.122774
1.363738,-1.934227,0.646310
0.018641,-1.483476,0.126074
-1.506649,-1.698411,0.649108
1.199196,-0.014947,-0.696431
1.533536,-1.673756,0.367814
1.152422,1.572323,0.936963
0.890956,-2.039249,-0.334312
0.750991,-2.429765,-0.368764
1.330435,1.094528,-0.050294
1.609630,-1.207990,-0.395441
-0.534506,0.554321,0.413578
1.208991,0.346291,0.386157
2.382036,-2.384416,0.153645
-0.307447,-1.302243,0.063385
-1.960707,-1.496252,0.938278
-1.425340,1.513793,0.874671
-1.725767,-1.742481,0.499419
0.921959,-0.192221,-0.965969
2.371215,0.344124,0.206660
2.251551,-0.820640,-0.164422
-0.099056,1.136457,-0.367264
2.224519,0.696908,-0.392330
-0.959051,0.983591,-0.429839
0.176490,-0.917180,-0.783653
-0.347708,0.238762,-0.559080
-1.903166,0.322691,-0.639762
-1.052669,1.670776,-0.274615
-0.326062,0.481931,0.150372
2.189574,-1.946537,-0.688913
1.810480,1.944560,-0.651503
-1.099297,-0.461383,0.300411
-1.770043,-2.066110,0.421537
-0.480099,-2.200132,-0.308720
-0.691501,-1.381314,-0.451988
0.403878,-2.477740,0.632509
1.975514,-2.122507,-0.275479
-2.024239,-0.766166,-0.918726
1.285375,-2.485123,0.668246
-1.626663,0.662617,-0.402847
-2.496444,0.553329,0.314183
1.817224,2.051878,-0.933705
-0.098132,-0.061363,0.360153
0.066456,0.363889,-0.488382
-0.540211,1.456206,-0.356942
-1.656601,2.481457,0.987638
-1.669289,2.442307,-0.623179
-1.682458,2.253762,0.185179
1.608390,1.605795,-0.265711
0.986633,-2.452978,0.775099
2.306885,-1.533397,-0.556351
-0.915305,1.436747,0.207027
-0.846953,0.528568,0.663688
2.375977,-0.445054,-0.442772
1.033316,0.794888,0.564304
2.223514,-0.669740,0.763407
-0.552956,-1.083302,-0.630683
